iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
183008	0.6706	168	811	None	0.1112	0.1427	0.2319	5.5763	24.3204	{"0": 811, "10": 28, "-1": 168}	16287.3085
184011	0.6688	191	756	None	0.3679	-0.189	-0.1275	11.7667	34.0463	{"0": 756, "10": 56, "-1": 191}	16385.3108
185009	0.667	148	807	None	0.2826	-0.3687	-0.2387	7.5842	34.6572	{"0": 807, "10": 43, "-1": 148}	16481.3375
186006	0.6652	189	770	None	0.1916	0.05	-0.0062	10.1583	30.2323	{"0": 770, "10": 38, "-1": 189}	16575.4503
187010	0.6634	149	821	None	0.1902	-0.0021	0.0631	7.0788	27.251	{"0": 821, "10": 34, "-1": 149}	16671.0612
188005	0.6616	150	796	None	0.3417	-0.2719	-0.3806	8.3518	30.1693	{"0": 796, "10": 49, "-1": 150}	16767.7457
189001	0.6598	168	761	None	0.504	-0.1823	-0.0012	14.0507	32.3676	{"0": 761, "10": 67, "-1": 168}	16865.95
190000	0.658	170	773	None	0.3904	0.2438	0.2319	11.5566	27.342	{"0": 773, "10": 56, "-1": 170}	16963.4646
191001	0.6562	174	787	None	0.2258	-0.0875	-0.0875	11.0186	26.6686	{"0": 787, "10": 40, "-1": 174}	17058.6007
192006	0.6544	162	809	None	0.1771	-0.0655	-0.0225	6.9944	23.7341	{"0": 809, "10": 34, "-1": 162}	17155.6357
193002	0.6526	167	788	None	0.244	-0.2562	-0.3375	8.9334	37.8206	{"0": 788, "10": 41, "-1": 167}	17250.8737
194011	0.6508	140	821	None	0.337	0.25	0.26	8.9547	29.4064	{"0": 821, "10": 48, "-1": 140}	17349.7328
195003	0.649	148	795	None	0.3448	-0.2722	-0.1875	11.6429	28.0745	{"0": 795, "10": 49, "-1": 148}	17445.2489
196010	0.6472	167	783	None	0.4002	0.3568	0.2275	11.9792	30.9462	{"0": 783, "10": 57, "-1": 167}	17543.6056
197006	0.6454	141	802	None	0.3906	0.2438	-0.1369	10.9705	26.0512	{"0": 802, "10": 53, "-1": 141}	17641.2429
198002	0.6436	170	782	None	0.2711	-0.0264	-0.01	11.1734	29.6448	{"0": 782, "10": 44, "-1": 170}	17737.119
199006	0.6418	168	785	None	0.3406	-0.1429	0.1888	9.2335	30.9183	{"0": 785, "10": 51, "-1": 168}	17834.9853
200009	0.64	151	789	None	0.4776	0.0854	0.0744	11.512	29.363	{"0": 789, "10": 63, "-1": 151}	17935.3249
201001	0.6382	180	752	None	0.4234	-0.1226	-0.1581	12.0362	29.3436	{"0": 752, "10": 60, "-1": 180}	18033.7353
202008	0.6364	136	799	None	0.5799	0.0745	0.26	12.8703	29.9941	{"0": 799, "10": 72, "-1": 136}	18136.9254
